-2.599004351074753281e-03,1.097859437778156942e-02,-4.874800077488466369e-04,5.158865522886637960e-03,4.767897760138825256e-03,7.368076229876463663e-03,1.658785598964977737e-02,-3.636014911226156943e-03,1.042783026366970837e-02,-1.121430636612931291e-02,2.663136481183410106e-02,-8.467853944241459985e+00
-4.208357214807339802e-04,-7.167606932257885449e-03,1.066931527549107176e-03,5.837961203256751726e-03,-7.790843546876232220e-03,2.806342065093176807e-03,1.549663381802857121e-02,-4.308502702867628847e-02,-2.981516329859296849e-02,-1.001668452185094232e-02,2.258689966903359991e-02,2.136084092889882324e+00
-8.615284571158068720e-04,-3.951271988147054756e-03,3.008472885509767391e-03,1.817419804177391069e-05,1.642383159269040745e-03,-4.707580461601701578e-03,-1.241522529726800514e-03,2.433495748684343183e-03,-1.754148515406087625e-04,1.512142663132991401e-02,-1.366144544983726415e-02,-4.142562661433394910e-01
-6.620639295891414013e-04,-2.037525857463579407e-03,3.134070669890784422e-03,-8.452947417570791681e-04,-1.229687852520060113e-03,-9.012578098861738496e-03,-4.534436143781747121e-03,4.299773097050848050e-03,2.629922373178870867e-03,5.250834692766149364e-03,-1.441818783640982926e-02,-2.228532405559333074e-01
-1.789917665216975932e-03,-8.770783750611497477e-05,3.585332770271751433e-03,4.019084335055357615e-03,1.899654295631897404e-03,-1.039525278888909360e-02,-1.483211177508894814e-02,2.753224875774239883e-02,4.102418815510942840e-02,4.154553012650552871e-04,1.910843510524222119e-02,-1.142398894174033064e+00
1.573515530392811100e-04,-2.735641906073121073e-03,7.452349306893979453e-05,3.146450571174841978e-04,-4.804484668760974908e-03,-2.993871306506026668e-03,-2.926702417139033594e-03,5.313729480299065819e-03,3.838991863233267351e-03,3.422220629962103005e-03,-3.101804599588670053e-03,-3.408045027443454833e-01
3.396159859454982925e-04,-4.505213854461197209e-03,-7.734684359592391154e-04,6.896226316278872325e-04,-4.312375450989771805e-03,1.064984515836386999e-03,-1.208069931319718376e-03,4.876530030253921344e-03,2.954714375973126542e-03,4.350904150930304769e-03,-1.904857345709941828e-03,-2.940330568513997433e-01
8.702339001752295916e-04,-1.053800501879767135e-02,-9.028729015095433245e-04,-7.019213782357843715e-04,2.155498631864791875e-03,9.210303319331545127e-03,2.476232993000163952e-03,-5.421975731176260915e-03,-1.940194538990412318e-02,-1.833306059441768693e-02,-2.903266339327802495e-02,9.882368931355258734e-01
1.242005488639028998e-03,1.973237005049634403e-03,-8.893271882602339640e-03,-8.785262069753132369e-03,-2.013633384511913111e-03,1.322993962229973390e-02,-1.033956258255554726e-02,3.377588333191500897e-02,3.541871268508130915e-02,1.641424511022688409e-03,-1.119629449647047310e-02,-6.053054762250478227e-01
2.401298675397824968e-03,-2.044302503705202126e-03,-4.850266732291235242e-03,-1.264551492150041249e-02,-7.498425139870578196e-03,6.751769064340005892e-03,-1.005195481281636119e-02,3.572066533193349325e-02,-4.370670673314486741e-03,-4.380547487838254428e-02,3.114660419716377970e-02,-2.051647019237968905e+01
