8.954200438236747939e-04,8.490401030623040413e-04,1.505623221429979591e-04,7.734174682672290135e-04
-3.833564037112741074e-04,-3.634997482531848734e-04,-6.446028404782574994e-05,-3.311234110025818023e-04
9.322910473177001278e-04,8.840013045948481862e-04,1.567620760357987114e-04,8.052647318729129478e-04
3.599897548645439316e-04,3.413434182991705035e-04,6.053124878323008079e-05,3.109405096860858725e-04
3.898414028724005165e-04,3.696488448735255061e-04,6.555071810253765979e-05,3.367248174965392638e-04
-4.970420470711001126e-05,-4.712968330019412511e-05,-8.357620018413849938e-06,-4.293191830193748837e-05
5.083662443970682343e-05,4.820344725611769299e-05,8.548033156559678436e-06,4.391004382851837473e-05
2.622325289480600952e-04,2.486497090847319957e-04,4.409365053874552548e-05,2.265028798884433092e-04
-1.214763018564185559e-03,-1.151842116545127859e-03,-2.042589309910686560e-04,-1.049249393991077972e-03
4.378243146641036532e-05,4.151463930410215220e-05,7.361890703626305932e-06,3.781699724730858136e-05
1.290840693374539772e-04,1.223979207119196833e-04,2.170511748281721276e-05,1.114961350011101082e-04
-2.866746672853595634e-04,-2.718258215657735899e-04,-4.820352626728021447e-05,-2.476147333517757405e-04
8.599161435682012300e-04,8.153751931254740737e-04,1.445924427471347723e-04,7.427510376496540556e-04
7.662401081924494206e-04,7.265512816215895231e-04,1.288410850387566170e-04,6.618385289051224862e-04
1.295207881009605155e-04,1.228120188267595170e-04,2.177855046922236304e-05,1.118733500773128053e-04
3.325620255253021462e-04,3.153363590339235134e-04,5.591935446244960389e-05,2.872498573092512053e-04
-3.043366327154517492e-04,-2.885729527588795640e-04,-5.117333529874347475e-05,-2.628702245393091386e-04
-3.672477916468234148e-04,-3.482255116172858298e-04,-6.175166692328311812e-05,-3.172096260384989728e-04
1.138147913250897592e-03,1.079195432609050820e-03,1.913763199276295734e-04,9.830732332161418174e-04
1.040325021681859363e-04,9.864394590380909378e-05,1.749276801475338483e-05,8.985788848241138549e-05
6.463965522791464968e-04,6.129152448031138789e-04,1.086897335153685917e-04,5.583238709047089188e-04
-2.072833695645343033e-04,-1.965467432575238038e-04,-3.485410637354621755e-05,-1.790406413293699206e-04
5.071634025488463982e-04,4.808939341208115503e-04,8.527807718079760679e-05,4.380614857706285892e-04
1.028722686264096908e-05,9.754380881035751294e-06,1.729767805032887684e-06,8.885573884218067597e-06
-1.757503866829240868e-04,-1.666470696618255892e-04,-2.955192540862999068e-05,-1.518040835095345320e-04
-5.246709872797402502e-04,-4.974946810564952887e-04,-8.822192752090305366e-05,-4.531836309138725927e-04
-4.322887131788799575e-04,-4.098975180665959117e-04,-7.268811206931694024e-05,-3.733886061690616653e-04
4.803091763352015930e-04,4.554306723294071491e-04,8.076261575858979802e-05,4.148661957031965497e-04
1.762849472375753457e-03,1.671539416647705584e-03,2.964181023052342781e-04,1.522658092427357085e-03
7.972708588071461544e-04,7.559747369958805252e-04,1.340588170975903770e-04,6.886412844883255113e-04
1.060022615017322534e-03,1.005116779010176153e-03,1.782397742014600606e-04,9.155926460111402099e-04
1.776106394246954046e-04,1.684109671721556456e-04,2.986472157413821993e-05,1.534108735136915924e-04
9.368630458505763925e-04,8.883364879859780017e-04,1.575308445382660530e-04,8.092137874536574349e-04
4.911129604590761324e-04,4.656748544340392690e-04,8.257924118208292801e-05,4.241979450108077435e-04
-2.240908188340523521e-04,-2.124836195421253571e-04,-3.768023094521261163e-05,-1.935580457083710404e-04
5.307511993337329925e-04,5.032599572523666076e-04,8.924429782198543132e-05,4.584354032353861463e-04
-1.525653174812013901e-04,-1.446629140787192291e-04,-2.565342229375947025e-05,-1.317780212559960251e-04
-6.881380178806739689e-05,-6.524946338948289792e-05,-1.157084415362788499e-05,-5.943779875798582690e-05
-3.807688051601365586e-04,-3.610461791720177838e-04,-6.402518672597810184e-05,-3.288883773738433824e-04
