-2.091608498947759853e-04,1.035430270092577154e-03,-1.094232489257808416e-03,-1.254733039373588654e-03
-7.769948238372376137e-05,-2.539805406160740471e-04,3.709537398288017748e-04,-3.785797131034933372e-04
-4.331834755378835555e-05,-6.927285141511041640e-04,4.343985408602514531e-04,-7.110079414077933452e-05
-3.382783823623579378e-05,-7.152197951124956033e-04,3.393186920231112524e-04,-4.158254901024923192e-05
-7.295600985203227334e-05,-6.745583592451848305e-04,6.509479440160084035e-04,-1.249629135695853356e-03
-2.400359916737704324e-05,-3.184000376395892951e-04,4.553609796258458603e-04,-1.179584321877452657e-05
-2.956668742460158428e-05,-3.031157918049077332e-04,5.745779437258255115e-04,-4.745033504233338306e-05
-4.876374926164779577e-05,-2.124825204395750650e-04,7.773980078889658474e-04,1.116459800258873258e-04
-1.227704156598289492e-04,7.475100337843224030e-04,-3.445341178633272439e-05,7.829034084972062713e-04
-1.320011505622636916e-04,-9.244029205120359027e-05,-4.790975455012252970e-04,1.348557665997091037e-03
-5.669672545096857141e-05,-3.749025297069595933e-04,5.179985677901399743e-05,8.585866808933084737e-04
-4.282527592525597546e-05,-4.693389171581700738e-04,8.468687599510506259e-05,8.688800228613359142e-04
-3.996388154336311116e-05,-5.880868117055064459e-04,1.004017966169702680e-04,7.615117772152013575e-04
-3.811094268311131239e-05,-4.433068756363282847e-04,3.019986244048814689e-04,2.948336660561733102e-04
-3.004555859137739149e-05,-4.033652363578457689e-04,3.156988610261146633e-04,5.911756520362750067e-04
-2.932884586495307366e-05,-3.358989499707381969e-04,2.733814624046283174e-04,5.746614942552727423e-04
-4.621255883491617866e-05,-3.224035656015158957e-04,3.893949413964585549e-04,7.850589294774255184e-04
-7.892178522781943784e-05,-7.846509567775022953e-05,-6.843372629612709535e-05,1.514742504932219862e-03
-1.924480643096179722e-04,8.979063596757548560e-04,-9.297861424789784224e-04,-1.643531062676159560e-03
-1.038317112925721264e-04,-4.108564435186777553e-04,1.485113725994274825e-04,-3.438194912913361545e-04
-6.328493023755044078e-05,-4.747400123772012315e-04,2.382293382573452689e-04,-1.240518804145052112e-05
-4.367537130807452872e-05,-5.119817877719939079e-04,3.571502723324262302e-04,-1.242841645027019382e-05
-9.247091683265915019e-05,-4.538605932832692411e-04,7.185401441389448543e-04,-1.102727219873261486e-03
