-3.052444396705442653e-01,-3.455462532120849861e-01,-1.022262791484600530e-01,-8.443034065995681514e-01,8.432539064771716886e-01,-6.487536445579819011e-01,-3.561869089707938585e-01,-8.120572771988111560e-01,-3.386155481604306572e-01,1.106345430243629302e-01,-8.131370406450066923e-05,-1.046095624251361267e+00,-8.574869744067670219e-02,-7.164451132759872554e-01,-5.951755423866639250e-01,-8.021808647807634474e-01,-5.880910233751932559e-01,-1.085819020370002441e+00,3.813782030799395262e-02,-7.190180322955926906e-01
8.152961777934905063e-01,8.546406988724052356e-01,-8.374275540409763519e-01,-7.388848950152804296e-02,9.737101969742800733e-01,3.177030387900365849e-01,8.870710450224914556e-01,7.277010295874097867e-01,-6.352375721380258966e-01,8.622828501905084320e-01,-8.617103254819458158e-03,2.970575854909035529e-01,2.568572112732526724e-01,8.836678119464014269e-01,9.879561310400057916e-01,4.003084700632895121e-01,-3.058294798602122500e-01,6.868908651957391642e-01,-8.767242526966447791e-01,6.297423236427547311e-01
6.780546826898821156e-01,2.382349868609798804e-01,-1.194029035381175108e+00,-2.337955744375475930e+00,4.446652163778290756e-01,1.015357961010464827e+00,4.994559403524942987e-01,5.425534600362347248e-01,-1.629427810650650343e+00,-1.878437188624164644e-01,6.124021596071005380e-01,-2.687777034108823848e+00,1.531653619187014481e-01,7.261879062386209505e-01,4.471689323587213494e-02,1.005439017660771039e+00,-2.206508903219612350e+00,-1.888413423689312420e+00,-6.343171330329955282e-01,9.698413447913982743e-01
1.985738190586638252e+00,1.262396563102582636e+00,9.904986265360176123e-01,7.879635238086448723e-01,4.314363183159758419e-01,1.096159318700894669e+00,1.201769832383387637e+00,1.424252833117812589e+00,9.669621518265245630e-01,8.930157274636982834e-01,4.027452583033781508e-01,1.040659874183548439e+00,1.177979239956742585e+00,1.241328553516350297e+00,1.383501073609625820e+00,1.157575146325443782e+00,1.153081729290400093e+00,1.269817715873293063e+00,1.047456075872778891e+00,1.096734158472522758e+00
-1.161643373125640366e+00,-1.218853167136967564e+00,-4.412637941076980042e+00,-3.841615504693670857e+00,5.820615649621183607e-01,2.074499643139260385e-01,-7.433476636704545726e-01,-7.442358397338972864e-01,-4.389335729376084849e+00,-1.300638924529593510e+00,-1.505591570911901655e-01,-3.328832373868287231e+00,-1.407268387426986234e+00,-1.806024403548578405e-01,-1.584954993127517309e+00,1.562128286142216993e-01,-4.218085565381672453e+00,-2.427920289987727909e+00,-4.247642786067032716e+00,4.076451254266739710e-01
-5.006867700813835143e-01,4.062194765202380431e-01,-1.992110379347814098e+00,-1.769743335554244013e+00,4.009841773703959333e-01,4.181518446131629041e-01,5.090263909882226656e-01,5.266103131728940845e-01,-1.983655991134175345e+00,-3.370272569221617331e-01,-4.904307231096574071e-01,-1.471256508154997755e+00,-1.372656690938730772e+00,6.213753691613925767e-01,-1.323952588583432899e+00,3.687796851738642800e-01,-1.660439854222473643e+00,-6.229413800245326982e-01,-1.623243498355142478e+00,3.390375178365281350e-01
4.359249637424795765e-01,-6.817076359283178455e-01,-1.934875095879631690e+00,-1.348626703109653269e+00,6.477843484393810414e-01,4.742241241412430419e-01,-4.162416812352187634e-01,-1.914428078966539104e-01,-1.825717124164988547e+00,-2.418288326335129579e-01,5.227465023415622802e-02,-1.291198515850720874e+00,-1.539143288369371199e-02,1.137025735248151648e-01,2.161626617602161460e-01,4.742009964276898693e-01,-1.904305494919127817e+00,-9.654835169099034164e-01,-1.908262266644038085e+00,6.131895987265343351e-01
3.442739296941441651e-01,-4.844927400416237928e-01,-6.123842521024783769e-01,-6.477570932968629291e-01,7.685284679216335402e-01,5.606550287329211679e-01,-1.330282904776687314e-01,-6.194946037919224491e-02,-5.091544809100372326e-01,5.588099381937894350e-02,1.757871432237773091e-01,-7.132129656059562617e-01,3.478410476686647490e-01,1.720187652561665503e-01,4.001764970323588022e-01,5.297736894454712075e-01,-7.202867323438130187e-01,-6.006250310284004801e-01,-8.573164245908262426e-01,6.796566232827179199e-01
1.167776536637021856e+00,1.020393783834594448e+00,1.584725655356760798e+00,1.493722218050356432e+00,5.489657934391849459e-01,7.198088874361712186e-01,8.640946013132562165e-01,1.055057079737969472e+00,1.593853993502423627e+00,7.540141029857796440e-01,7.361532781819662974e-02,1.660667838449947364e+00,5.414532571670460648e-01,8.924725741382588673e-01,1.213330415723649303e+00,7.720568961619957982e-01,1.722889136356582807e+00,1.602056642733616698e+00,1.445624657028718341e+00,6.994079862739068787e-01
1.429451793253820657e+00,1.002185925202414785e+00,3.535264198460668972e+00,2.531768053357441595e+00,8.337925146982165803e-01,8.873086442338125046e-01,8.843848325799505972e-01,9.593869556140177668e-01,3.430793400958194628e+00,1.687986017715257692e+00,1.529947067373189640e-01,1.981304938706790697e+00,2.043169338818597858e+00,8.773255330557276910e-01,1.281073347746171764e+00,8.964369100964939552e-01,3.087185798408759840e+00,1.402029645134556191e+00,3.271073032107580936e+00,8.861769554726481868e-01
