-8.764432568712926530e-03,-2.098491494842069649e-02,-2.437681986661960343e-02,-7.814968394552394004e-01,1.533541158581641417e+00,-2.720942657509550777e-01,1.720352396529638561e-01,-1.183343591672554179e-01,1.780068790977262783e+00,-1.815657776044253824e+00,2.813733393541657968e+00,-1.729479967119596617e+00,-6.594559145602344463e-01,3.009262433276010396e-01,3.535888325329246129e-01,3.203682055012753160e-01,1.187004999500215430e+00,-1.512979606680916467e-01,-5.388817198023320154e-01,-2.189272630122754137e-01
-6.673535987470075731e-03,-1.234021658704947955e-02,2.477505278746960915e-03,-1.287993335999679245e-01,9.006933866234330122e-01,-8.281494862231980614e-01,1.755661418125526452e-01,-1.203841578103169441e-01,-2.555313405361776091e+00,2.950089722992403019e+00,-5.339413871224032881e+00,8.478401104083923556e-01,1.775550905468928686e+00,1.694146703346352423e+00,-1.915665882374397277e+00,1.067410560691889554e+00,-1.289276212546129674e+00,-1.176599651041649319e-01,1.212003968818602395e-01,8.214596667543322406e-01
-3.775482666913826391e-03,-6.757827575929603592e-03,-2.412855436894101313e-02,-3.572044127519173884e-01,1.344343046702572153e-01,8.941826293872010556e-01,-5.028499840678185562e-02,1.285096427826087240e+00,-1.992713888987059478e+00,1.614267053714948386e+00,8.274764283986935087e-02,6.522904122442901853e-01,-1.706631785864899387e+00,-5.252763893268797446e+00,2.238868340003603574e+00,4.199390011308039128e+00,5.183875759487796664e+00,5.185078540511076639e+00,5.470481068039418915e+00,-2.074942685385560370e+00
-2.960365336522607915e-03,-4.227587573670713028e-03,-3.400569963377722549e-02,-3.586045548675582673e-01,8.566544956412405765e-02,1.108518425499280813e+00,-2.066034673388776610e-01,1.321960446948934109e+00,-8.642910032339630177e-01,5.427948751892606172e-01,4.669513651817341349e-01,8.891279710243966683e-01,6.123704238638864039e-01,-2.799943108366850453e+00,-1.268363245286521224e+00,9.865698252463355189e-01,-6.129272006033431808e+00,-1.368706011234619213e+00,-6.404895861937610846e+00,6.861899607819193392e+00
-2.500749950155728429e-03,-3.208989860453120846e-03,-3.806306586734642394e-02,-2.808569071988278321e-01,9.127132959463150896e-02,9.428312292425904406e-01,-5.026451098481262703e-01,8.427700103693902545e-01,-4.952461649938955102e-01,-2.220593423705736758e-01,2.354376461841027890e-01,2.579101201005731259e+00,1.583280188995572768e+00,4.985615414507325038e-01,-4.379295528760657419e+00,-2.476221792188457282e+00,-1.774379917010570740e+00,-7.044000420581538080e+00,-1.445917662377225632e+00,-4.742606298721780078e+00
-2.254249651222561823e-03,-1.854229951308461466e-03,-4.255547060119779790e-02,-1.589603090492962556e-01,5.558254268014173327e-02,6.827820218324660573e-01,-6.925355853776360426e-01,1.594452791236110889e-01,2.247569244273561195e-01,-3.574782070480498897e-01,-1.137670527957301281e-01,3.259586619539795116e+00,1.662800534055276280e+00,2.945030019913070785e+00,-1.067361884064557120e+00,-2.148599434652233242e+00,3.028594588717899772e+00,-2.171557494808084854e-01,7.134327413624001579e+00,-1.107479669851520132e+00
-2.122932212668501850e-03,-2.106467004762357931e-03,-4.710416274497375433e-02,-6.923233698247654999e-02,6.602705457817376056e-02,5.431142543284274149e-01,-8.005808407603337562e-01,-2.602496328857055730e-01,7.676477329972961616e-01,-1.287186857895872949e+00,-1.122215595665222221e+00,3.076419026389042077e+00,1.468702157277135489e+00,3.261977367365199942e+00,7.944063455331036305e-01,-1.618546854817526803e+00,3.616837181750057528e+00,4.056968199353535809e+00,3.432521579480120044e-01,-4.315986597190996643e-01
-2.383010418644207484e-03,-1.330957992917380928e-03,-5.772933811892733136e-02,-2.535669600049131334e-02,4.419893913715067235e-02,4.778719612597228106e-01,-9.195929821222821321e-01,-6.736298010445391782e-01,1.066715023075790025e+00,-1.597885070406845909e+00,-2.314355520357238571e+00,1.402354689066140914e+00,1.040862777753625013e-01,1.171440301575758403e+00,3.704827430185046566e+00,2.376522378709695626e+00,7.096425387849667477e-01,1.041359002681995660e+00,-3.233414938895657009e+00,4.164352243434340295e+00
-2.672968790145821560e-03,5.496301617338716916e-05,-6.833194656535679368e-02,-1.360819684978684108e-03,2.786056115571002023e-02,4.330784352013192784e-01,-1.011482644822156995e+00,-1.118463257523575560e+00,1.205273349568602104e+00,-1.135435188691055197e+00,-2.616455130513673843e+00,-4.112661647597023462e-01,-2.012489365381707973e+00,-5.369859913573471477e-01,2.801080666368356731e+00,4.189177172291739026e+00,-4.474849586205388086e+00,1.351576663783405463e+00,-2.888583571220673107e+00,-2.357992566452761785e-01
-3.051702363948416430e-03,1.296143931192456078e-03,-8.401685175311063292e-02,2.680115455090653631e-02,3.589866546491243121e-02,4.074925306995584862e-01,-8.085398437865888299e-01,-1.531478367199474722e+00,6.859604576746372029e-01,6.302010594765717899e-01,-1.378073273752576267e+00,-2.738688115910810517e+00,-2.994621246027385997e+00,-1.908040070494489537e+00,-1.461308450851779295e+00,4.768620045718178768e-01,-1.151305203664293897e+00,-8.525816219441400889e+00,8.489603029366881159e+00,-3.747027400455172241e+00
-3.806347942268251128e-03,1.743623353479509253e-03,-1.124364174569302821e-01,1.101490004737030182e-01,8.605822344323293960e-02,5.475437969895504686e-01,-3.937590919105100062e-01,-1.815043622320797523e+00,3.077733801886540776e-01,1.919780713298627317e+00,-1.107358057825041930e-02,-2.423482194265265122e+00,-1.977247719247423874e-01,-2.400208423684783376e+00,-4.856278010381393173e+00,-6.031485913803871668e+00,3.217595970934337579e+00,6.994450629556900445e+00,-4.981839908606072065e+00,2.014115219792365963e+00
-5.454865746143289229e-03,7.183212946265150889e-03,-1.784386613605128402e-01,3.254887223634277404e-01,1.048754823294435201e-01,4.246212793403560948e-01,1.445265771754322914e+00,-1.891263025029672695e+00,-1.447349202953498448e+00,1.819131137991228275e+00,3.253134009041884767e+00,9.813589289273012550e-01,3.739814994546585059e+00,1.713966766029224376e+00,3.033155880830866291e+00,3.682226139581795898e+00,-1.082730450479287398e+00,-1.978250026808906048e+00,3.085439030956920736e-01,1.868259198042947489e-01
