1.961161351381809359e-01,1.839089039204942766e-02,-4.195826513379893874e-03,-7.804061537861539319e-03,7.047062117132681797e-03,6.510714740084983659e-03,1.159177577780638735e-02,8.722292968142772093e-03,2.714437059881420061e-02,6.758462036063102828e-03,-7.040400577940303384e-02,-2.887670904783693968e-02,2.145014937381536924e-02,2.494130748289751648e-02,6.942392477047916455e-02,-1.598128516555638312e-01,-3.642251204377432994e-01,-2.616053934359675592e-01,-2.787991083486682786e-01,1.052401741131397603e-02,-3.167916794754829790e-02,-1.810082612046205464e-01,-6.943439173876887471e-01,3.434035607021363457e-01,-6.667745661401906776e-02,-7.492795830491261189e-02
1.961161351381871532e-01,-8.445473819416815867e-04,-8.053258744751965598e-03,1.136340653530288833e-02,-1.406262186703059747e-02,-2.925274618009397060e-02,-2.064103775588681938e-02,-4.290885813133424320e-02,-6.412707090516327202e-03,4.417250777823238279e-03,8.378124779760459662e-02,-8.740375279098855366e-02,-1.582362024006161438e-01,1.355832575603045376e-01,-1.919000529865673710e-01,-3.476318983828413645e-04,5.361131658946949319e-01,3.938147282938981864e-01,3.730087799654309144e-01,-3.026257176242630118e-02,-4.194642761791948782e-02,-2.924270569690518573e-01,-4.273921636654142153e-01,7.097972537434948936e-02,-1.632878853768704452e-02,-7.249696125836829763e-02
1.961161351381726092e-01,-1.017529258495959016e-02,1.341009430555893944e-01,-1.700409450765576203e-01,-4.092675831013657672e-02,-1.599214121044638670e-01,1.054495016798013586e-02,9.928836047924460839e-02,-2.777400811157723082e-01,-2.822016020813368220e-01,-3.157422143461000030e-01,-3.105780716257452445e-01,1.524670262963341294e-01,-4.552806332953190926e-01,1.340740633084428479e-01,3.978632446941895995e-02,-7.658247464918593872e-02,1.834188866474289470e-01,2.598813332540237386e-01,2.806587345505083819e-01,1.871008827080134634e-02,2.564199212136997197e-01,-4.384787516961576037e-02,1.373897218718548308e-01,-3.626509309859793362e-02,-1.655602818361900930e-02
1.961161351382043616e-01,6.054049161950146585e-02,-2.163083868877485327e-01,2.728161096761936300e-01,2.009185417174982613e-01,1.780073826847839713e-01,-2.690368527397894449e-01,-3.383257393919024136e-01,3.246963005425893556e-01,7.272545848286628145e-02,3.804088506723888319e-01,-7.768378564350790494e-02,-1.041700525345337913e-01,-2.440143994514656356e-01,-7.497595953214658548e-02,5.393649776942774365e-02,-1.102146335547427580e-01,4.842753473856219182e-02,1.016528469969077697e-01,2.920463329222576787e-01,5.590673459568851200e-02,3.245720322859013685e-01,-2.005695328117950219e-02,1.291140564729561513e-01,-4.123326926527814962e-02,2.388367511688915812e-03
1.961161351381770501e-01,-1.293610494841578584e-01,3.796116928309757332e-01,-1.269516906863396022e-01,-1.219285198425517358e-01,-6.150134834189871502e-03,4.380463537197042401e-01,2.300406536894207266e-01,7.313249960232844071e-02,3.791595931734106362e-01,1.128365151583939768e-01,1.716333102159933177e-01,-3.327357976987837529e-01,3.628341738016649387e-02,-1.719743255423896167e-01,2.120700084786720785e-01,-6.100363550846688021e-02,-4.239304435401805571e-02,5.317924103514036493e-02,1.909437883646171452e-01,1.228902951924634307e-01,2.759108794192742797e-01,-2.711452463721599621e-02,9.078061289941086187e-02,-4.327086680325020751e-02,1.058902804903683048e-02
1.961161351381821571e-01,2.784152336408072248e-01,-5.989382571672426936e-01,-1.847864893707549250e-01,-1.417449042258043801e-01,1.532082653528756278e-01,-6.016060228861214859e-02,5.197562385450950340e-02,-3.621612647065116097e-01,9.823546494643592419e-03,-1.822907949893939061e-01,1.433676847326450232e-01,-8.669475765937700862e-02,2.452784160764039101e-01,-1.801484379843218131e-01,2.816476129823427543e-01,-1.848954903276411876e-03,-5.050958770722112356e-02,-3.860297636405149446e-02,4.656059643708321261e-02,1.645189177615534459e-01,2.002161914059565062e-01,-1.666177069027247049e-02,2.964169074838940432e-02,-4.395042367267520955e-02,1.771310811822424114e-02
1.961161351381832674e-01,-2.982136791581757596e-01,1.763175845837431643e-01,2.541037901083146311e-01,4.611873003498953016e-01,-3.371241469365864885e-01,-2.289170511982052125e-01,1.857693642376440427e-02,-1.765946217296838344e-02,-2.213618408454946507e-01,-2.180574328895447389e-01,1.022965978454801195e-01,5.072058411598150129e-02,2.721441666189480246e-01,-1.622864157910751393e-01,2.607711113512916068e-01,1.258994319665416306e-01,-1.580856144094706928e-01,-1.088529339485076186e-01,-4.225099197193488143e-02,1.880846020615871139e-01,1.609168318431913325e-01,-2.678654485473465352e-02,-1.383101899660288403e-02,-4.928211752537392520e-02,2.173568462386743505e-02
1.961161351382091356e-01,1.701205061100312388e-01,3.858812136637495005e-01,-2.496286554110765943e-02,-5.181919440160602797e-01,2.338892290962532594e-01,-2.310920673008357573e-01,-2.069152418766602719e-01,1.637395981600978656e-01,-5.834091254028957174e-02,-3.926422808025283040e-02,-1.863673668844562648e-01,2.614612830891632766e-01,9.309029664408276228e-02,-3.254993039904974933e-02,9.655623454601101885e-02,2.511429114343960434e-01,-1.905650197934566081e-01,-1.466426433204219559e-01,-1.270669024299561078e-01,2.149098633836442063e-01,1.409936256552460077e-01,-1.837534424918420284e-02,-4.632556538696031012e-02,-5.698867349931557857e-02,2.985915740475607316e-02
1.961161351381548457e-01,-2.667220101561332962e-02,-3.067694086718136814e-01,-1.620890049684670098e-01,1.641142496062041878e-01,-1.964540723836003810e-01,5.028762685428975754e-01,9.110376110149621953e-03,1.463112459657675002e-01,-7.471763371488970851e-02,2.794222065174808423e-01,-3.141333851204353711e-01,1.912454449836974990e-01,-5.381228557786994771e-02,1.682013401854374202e-01,-7.018505595966526012e-02,2.683135371810883019e-01,-1.320353798605171658e-01,-1.645639059263462323e-01,-2.168783437524081648e-01,2.357271867022588674e-01,1.258586039538751034e-01,-1.143715673009722961e-02,-7.052712803357430449e-02,-6.289517967649016494e-02,3.880286397534138398e-02
1.961161351381848217e-01,-5.600750341341813321e-02,7.633527151141192291e-02,1.471192935392535706e-01,1.269989172960248047e-01,1.095010387059801443e-01,-2.997891785762107908e-01,1.817876366228780016e-01,-4.308696367188875609e-01,4.595023562000558615e-01,7.365452358760282703e-02,-4.023128017969573172e-02,-1.173173515231001052e-01,-1.682380910693614395e-01,2.752036543459424056e-01,-2.780526407172722592e-01,9.452366942217016454e-02,7.766928331154358822e-02,-9.753310273700435684e-02,-2.980535178291700005e-01,1.887477943330882757e-01,1.154786384399061894e-01,-1.636825704725581102e-02,-1.013321755639539079e-01,-7.417974069686705807e-02,5.121486867949975874e-02
