-2.089027794581349313e-04,1.029325232838517335e-03,-1.092229854889236774e-03,1.243038043473606571e-03,-7.442182358806904638e-04,-1.234608660117080241e-03,8.441343806128160775e-04,1.772096695502644974e-03,1.174395846983765628e-03,-9.149616507834953949e-04
-7.772436241090341456e-05,-2.535943822292302530e-04,3.709019971025223801e-04,3.813677948090660793e-04,-9.213876093401194515e-04,5.913304715727393454e-04,-1.692782266295733175e-03,-3.942958021536050600e-04,-2.827691622986675500e-05,-1.179183152641414579e-03
-4.331754765135261732e-05,-6.922701377061373298e-04,4.350712131806406570e-04,7.171492594719853890e-05,3.245116892872650528e-04,1.026864168979020608e-03,-4.289149917409073535e-04,-4.578424079166840718e-04,4.654925516923691105e-04,-8.638820146131272843e-04
-3.382899159401860827e-05,-7.149346422198254655e-04,3.400729993454690812e-04,4.187293911711174790e-05,5.713820083897212625e-04,1.029649227843426303e-03,1.993466282988443062e-04,-5.366424723656456654e-04,5.468099150944690477e-04,-9.382943854372233694e-04
-7.295995024000564988e-05,-6.740265001580966753e-04,6.518552913860123366e-04,1.250691113127202873e-03,7.619833806442352468e-04,7.808757008726286992e-04,-5.193108887965669843e-04,-6.815350086936053375e-04,6.681393886908439366e-04,-9.178719108510517092e-04
-2.400385263994240853e-05,-3.181009082344791409e-04,4.557512639460927460e-04,1.187377371049229413e-05,3.127107717002764950e-04,7.750388576951850318e-05,-2.029895335320866111e-04,9.326638195752729073e-05,1.247582867664266183e-04,-6.578124982219548181e-05
-2.956631735868193078e-05,-3.026704309588310136e-04,5.749020554233605276e-04,4.771050915587573410e-05,2.523956542956633155e-04,-1.261787361138010013e-04,-3.919115501393750228e-04,-1.533260624232983711e-05,1.941249329365335279e-04,1.753092814481424999e-04
-4.877141200572692337e-05,-2.118992202355071165e-04,7.775495770306556712e-04,-1.106841368464328394e-04,4.148333240081300902e-04,-9.468196419314587296e-04,-4.741700874058106660e-04,5.376206453978631290e-04,3.043962497598974061e-04,2.735526937541897692e-04
-1.236288131152731137e-04,7.615810050351995777e-04,-4.734258561179486430e-05,-7.102093684054257977e-04,1.050051230193147726e-03,-3.053452968872016806e-03,1.085469286589617148e-04,1.396688725957508613e-03,1.419779568183142165e-03,1.012361712615612169e-03
-1.320185886742838207e-04,-9.385598014292185045e-05,-4.761606978380410367e-04,-1.359797138852593748e-03,8.238450787666925200e-04,-2.239299009169594921e-03,7.903831904970207980e-04,-1.979949307552930984e-04,-4.541525047434664085e-04,2.311635802401870027e-03
-5.670249554779065496e-05,-3.749228776186146889e-04,5.216934361544720705e-05,-8.588283489079188981e-04,2.397170341158873837e-04,4.879239562288577303e-06,2.853302833708866860e-04,-9.009115491200331977e-04,-2.235795820655554853e-04,-6.047457663277808117e-04
-4.282587638080952684e-05,-4.695222379544527948e-04,8.543084892094856587e-05,-8.694575545541269237e-04,1.513067449167825593e-04,1.308104629735203691e-03,2.214501996549646419e-04,-5.464418068072497475e-04,5.576426956914698300e-05,-8.578788947862579610e-04
-3.996430438714089831e-05,-5.882871867346982885e-04,1.014136602115438138e-04,-7.618551982988630913e-04,3.550135182857875487e-04,1.837635265908187836e-03,7.453550948139622996e-05,-5.619748821034068354e-04,1.634233477539098669e-04,-5.951989558283707869e-04
-3.811724744713862684e-05,-4.433467363467540317e-04,3.028412332669079424e-04,-2.944873818585679471e-04,1.162782946384525659e-04,1.484739226696580889e-03,-1.464870741192436697e-05,-3.379605422576595613e-04,3.332301803561071168e-04,9.066346410077381207e-05
-3.004622213026171117e-05,-4.031348796907318049e-04,3.163471959767487438e-04,-5.914132698951239881e-04,8.907515794091640498e-05,7.385148717005602693e-04,4.649149676755229103e-05,-4.648542561557118813e-04,4.095277498232475707e-04,-1.868678987564100728e-04
-2.932991236146037132e-05,-3.355782572757660173e-04,2.737006396351455073e-04,-5.747323391145399418e-04,6.611133393378447812e-05,8.229623697595872599e-05,-1.447832400819131166e-04,-4.453102548234725211e-04,1.838126332240935974e-04,-4.047772825166386004e-05
